% Model,System_batch.mph
% Version,COMSOL 6.0.0.318
% Date,"Sep 29 2023, 10:36"
% Table,Generator_export - 
% Time,Q,DH,QHD,QHH,prod,Qm,DHp,QH,D,QD
3.7186552329094115E-8,0.9962962096015593,0.9962960179096252,1.9169647862840425E-7,1.9169420517141533E-7,1.916968468670462E-7,0.003530669952775911,0.003530669952775911,1.7273705271009118E-4,1.7273704627072E-4,1.898241740194714E-12
3.7719665054779545E-8,0.9962433153128044,0.9962431064430676,2.088746030539741E-7,2.088721086185324E-7,2.0887497615822892E-7,0.0035767611906212526,0.0035767611906212526,1.795057474909876E-4,1.7950574051499128E-4,1.9938009028371757E-12
3.819946650789643E-8,0.9961957160960514,0.9961954906743232,2.2542690263087923E-7,2.2542419358415413E-7,2.2542728006282907E-7,0.003618096061295002,0.003618096061295002,1.8573698909206152E-4,1.8573698159875346E-4,2.0827942479347993E-12
3.867926796101332E-8,0.9961481225848386,0.9961478794560287,2.4313431256781505E-7,2.431313720845893E-7,2.431346942702014E-7,0.003659282570714068,0.003659282570714068,1.9210857620059876E-4,1.9210856815338458E-4,2.1748455889071215E-12
3.911108926881852E-8,0.9961052930952369,0.9961050330449012,2.600561506481583E-7,2.6005298740394783E-7,2.6005653614269625E-7,0.0036962293908955205,0.0036962293908955205,1.9795740207792452E-4,1.9795739350083382E-4,2.260218602055162E-12
3.9542910576623724E-8,0.9960624683254016,0.9960621903185913,2.78012955558345E-7,2.7800955420289706E-7,2.780133447886339E-7,0.0037330543871405735,0.0037330543871405735,2.0392126220425568E-4,2.0392125306412345E-4,2.3481685732499896E-12
3.99315497536484E-8,0.9960239298940519,0.9960236348492278,2.950512818948035E-7,2.9504765313300873E-7,2.95051674437382E-7,0.003766097596194126,0.003766097596194126,2.0938240799007752E-4,2.0938239831497083E-4,2.4294476517464232E-12
4.032018893067308E-8,0.9959853953627222,0.9959850823637977,3.130057107595498E-7,3.1300184078282913E-7,3.130061065601179E-7,0.0037990409642141123,0.0037990409642141123,2.1493766259612327E-4,2.149376523563722E-4,2.5128878071199355E-12
4.066996418999529E-8,0.9959507174734976,0.9959503875436124,3.2993698085998573E-7,3.2993288207228824E-7,3.299373795452021E-7,0.003828608693119439,0.003828608693119439,2.2001396052339465E-4,2.2001394975034586E-4,2.589761502080386E-12
4.10197394493175E-8,0.9959160428030973,0.9959156951398486,3.47670667745149E-7,3.4766632787554556E-7,3.476710692637656E-7,0.003858094728896664,0.003858094728896664,2.2516712793152518E-4,2.2516711659893425E-4,2.668439964718812E-12
4.133453718270749E-8,0.9958848382301143,0.995884473933554,3.6430428221848264E-7,3.6429971501802584E-7,3.6430468624268553E-7,0.0038845656844388914,0.0038845656844388914,2.2986747829521618E-4,2.2986746643693001E-4,2.7407323622057183E-12
4.161785514275848E-8,0.9958567562623242,0.9958563764329814,3.7983734706747285E-7,3.798325665658077E-7,3.798377533083921E-7,0.003908335478745595,0.003908335478745595,2.341485857931447E-4,2.3414857344318757E-4,2.807010339520307E-12
4.1901173102809476E-8,0.9958286764595459,0.995828280517351,3.959504917933889E-7,3.95945488963254E-7,3.9595090021036516E-7,0.003932051008275443,0.003932051008275443,2.3848063290422865E-4,2.384806200433978E-4,2.874517767165486E-12
4.2156159266855366E-8,0.9958034064038903,0.9958029954769748,4.109354844679515E-7,4.1093027398748686E-7,4.109358948085924E-7,0.003953350874194185,0.003953350874194185,2.4242085279890777E-4,2.4242083946224402E-4,2.936281005262409E-12
4.2411145430901256E-8,0.9957781381280987,0.9957777117201796,4.264167688985708E-7,4.264113429638272E-7,4.264171811261997E-7,0.003974606487895802,0.003974606487895802,2.464025524701587E-4,2.4640253864111007E-4,2.999061529661612E-12
4.264063297854256E-8,0.99575539813158,0.9957549573786824,4.4076200725249593E-7,4.4075638090153807E-7,4.407624211472236E-7,0.003993700584623164,0.003993700584623164,2.500197619257694E-4,2.500197476397901E-4,3.0563958484265524E-12
